event_key,commonName,catalog_version,GPS,observing_run,source_class,M_chirp,M_total,mass_1_source,mass_2_source,M_final,D_L,redshift,chi_eff,p_astro,far,M_chirp_lower,M_chirp_upper,M_total_lower,M_total_upper,D_L_lower,D_L_upper,is_primary_entry
200311_103121-v1,GW200311_103121,GWTC-3-marginal,1267957899.7,O3b,unknown,,,,,,,,,0.194,1.3,,,,,,,True
GW200308_173609-v1,GW200308_173609,GWTC-3-confident,1267724187.7,O3b,BBH,34.0,92.0,60.0,24.0,88.0,7100.0,1.04,0.16,0.8566,2.4,-18.0,44.0,-48.0,169.0,-4400.0,13900.0,True
GW200306_093714-v1,GW200306_093714,GWTC-3-confident,1267522652.1,O3b,BBH,17.5,43.9,28.3,14.8,41.7,2100.0,0.38,0.32,0.81156,24.0,-3.0,3.5,-7.5,11.8,-1100.0,1700.0,True
GW200302_015811-v1,GW200302_015811,GWTC-3-confident,1267149509.5,O3b,BBH,23.4,57.8,37.8,20.0,55.5,1480.0,0.28,0.01,0.90643,0.11,-3.0,4.7,-6.9,9.6,-700.0,1020.0,True
GW200225_060421-v1,GW200225_060421,GWTC-3-confident,1266645879.3,O3b,BBH,14.2,33.5,19.3,14.0,32.1,1150.0,0.22,-0.12,0.99,1.1e-05,-1.4,1.5,-3.0,3.6,-530.0,510.0,True
GW200224_222234-v1,GW200224_222234,GWTC-3-confident,1266618172.4,O3b,BBH,31.1,72.3,40.0,32.7,68.7,1710.0,0.32,0.1,0.99,1e-05,-2.7,3.3,-5.3,7.2,-650.0,500.0,True
GW200220_124850-v1,GW200220_124850,GWTC-3-confident,1266238148.1,O3b,BBH,28.2,67.0,38.9,27.9,64.0,4000.0,0.66,-0.07,0.82579,30.0,-5.1,7.3,-12.0,17.0,-2200.0,2800.0,True
GW200220_061928-v1,GW200220_061928,GWTC-3-confident,1266214786.7,O3b,BBH,62.0,148.0,87.0,61.0,141.0,6000.0,0.9,0.06,0.62376,6.8,-15.0,23.0,-33.0,55.0,-3100.0,4800.0,True
200219_201407-v1,200219_201407,GWTC-3-marginal,1266178465.9,O3b,unknown,,,,,,,,,0.481,0.22,,,,,,,True
GW200219_094415-v1,GW200219_094415,GWTC-3-confident,1266140673.1,O3b,BBH,27.6,65.0,37.5,27.9,62.2,3400.0,0.57,-0.08,0.99,0.00099,-3.8,5.6,-8.2,12.6,-1500.0,1700.0,True
GW200216_220804-v1,GW200216_220804,GWTC-3-confident,1265926102.8,O3b,BBH,32.9,81.0,51.0,30.0,78.0,3800.0,0.63,0.1,0.77277,0.35,-8.5,9.3,-14.0,20.0,-2000.0,3000.0,True
200214_224526-v1,200214_224526,O3_IMBH_marginal,1265755544.5,O3b,unknown,,,,,,,,,,0.1314,,,,,,,True
200214_224526-v2,200214_224526,GWTC-3-marginal,1265755544.5,O3b,unknown,,,,,,,,,0.9095,0.131444,,,,,,,False
GW200210_092254-v1,GW200210_092254,GWTC-3-confident,1265361792.9,O3b,NSBH,6.56,27.0,24.1,2.83,26.7,940.0,0.19,0.02,0.54462,1.2,-0.4,0.38,-4.3,7.1,-340.0,430.0,True
GW200209_085452-v1,GW200209_085452,GWTC-3-confident,1265273710.1,O3b,BBH,26.7,62.6,35.6,27.1,59.9,3400.0,0.57,-0.12,0.97236,0.046,-4.2,6.0,-9.4,13.9,-1800.0,1900.0,True
GW200208_222617-v1,GW200208_222617,GWTC-3-confident,1265235995.9,O3b,BBH,19.8,63.0,51.0,12.3,61.0,4100.0,0.66,0.45,0.70006,4.8,-5.2,10.5,-26.0,100.0,-2000.0,4400.0,True
GW200208_130117-v1,GW200208_130117,GWTC-3-confident,1265202095.9,O3b,BBH,27.7,65.3,37.7,27.4,62.5,2230.0,0.4,-0.07,0.99,0.00031,-3.1,3.7,-6.8,8.1,-850.0,1020.0,True
GW200202_154313-v1,GW200202_154313,GWTC-3-confident,1264693411.5,O3b,BBH,7.49,17.58,10.1,7.3,16.76,410.0,0.09,0.04,0.99,1e-05,-0.2,0.24,-0.67,1.78,-160.0,150.0,True
200201_203549-v1,GW200201_203549,GWTC-3-marginal,1264624567.0,O3b,unknown,,,,,,,,,0.116,1.4,,,,,,,True
GW200129_065458-v1,GW200129_065458,GWTC-3-confident,1264316116.4,O3b,BBH,27.2,63.3,34.5,29.0,60.2,890.0,0.18,0.11,0.99,1e-05,-2.3,2.1,-3.4,4.5,-370.0,260.0,True
GW200128_022011-v1,GW200128_022011,GWTC-3-confident,1264213229.9,O3b,BBH,32.0,75.0,42.2,32.6,71.0,3400.0,0.56,0.12,0.99,0.0043,-5.5,7.5,-12.0,17.0,-1800.0,2100.0,True
200121_031748-v1,200121_031748,GWTC-3-marginal,1263611886.9,O3b,unknown,,,,,,,,,0.23,1.1,,,,,,,True
GW200115-v1,GW200115_042309,O3_Discovery_Papers,1263097407.7,O3b,NSBH,2.42,7.1,5.7,1.5,,300.0,0.07,-0.19,,1e-05,-0.07,0.05,-1.4,1.5,-100.0,150.0,True
GW200115_042309-v2,GW200115_042309,GWTC-3-confident,1263097407.7,O3b,NSBH,2.43,7.4,5.9,1.44,7.2,290.0,0.06,-0.15,0.99,1e-05,-0.07,0.05,-1.7,1.7,-100.0,150.0,False
200114_020818-v1,200114_020818,O3_IMBH_marginal,1263002916.2,O3b,unknown,,,,,,,,,,0.058,,,,,,,True
GW200112_155838-v1,GW200112_155838,GWTC-3-confident,1262879936.0,O3b,BBH,27.4,63.9,35.6,28.3,60.8,1250.0,0.24,0.06,0.99,1e-05,-2.1,2.6,-4.6,5.7,-460.0,430.0,True
GW200105-v1,GW200105_162426,O3_Discovery_Papers,1262276684.0,O3b,NSBH,3.41,10.9,8.9,1.9,,280.0,0.06,-0.01,,0.36,-0.07,0.08,-1.2,1.1,-110.0,110.0,True
GW200105_162426-v2,GW200105_162426,GWTC-3-marginal,1262276684.0,O3b,NSBH,3.42,11.0,9.1,1.91,10.8,270.0,0.06,0.0,0.362,0.2,-0.08,0.08,-1.4,1.5,-110.0,120.0,False
GW191230_180458-v1,GW191230_180458,GWTC-3-confident,1261764316.4,O3b,BBH,36.5,86.0,49.4,37.0,82.0,4300.0,0.69,-0.05,0.96159,0.05,-5.6,8.2,-12.0,19.0,-1900.0,2100.0,True
191225_215715-v1,191225_215715,O3_IMBH_marginal,1261346253.9,O3b,unknown,,,,,,,,,,0.47,,,,,,,True
191223_014159-v1,191223_014159,O3_IMBH_marginal,1261100537.6,O3b,unknown,,,,,,,,,,0.46,,,,,,,True
GW191222_033537-v1,GW191222_033537,GWTC-3-confident,1261020955.1,O3b,BBH,33.8,79.0,45.1,34.7,75.5,3000.0,0.51,-0.04,0.99,1e-05,-5.0,7.1,-11.0,16.0,-1700.0,1700.0,True
GW191219_163120-v1,GW191219_163120,GWTC-3-confident,1260808298.4,O3b,NSBH,4.31,32.3,31.1,1.17,32.2,550.0,0.11,0.0,0.8224,4.0,-0.17,0.12,-2.7,2.2,-160.0,240.0,True
GW191216_213338-v1,GW191216_213338,GWTC-3-confident,1260567236.4,O3b,BBH,8.33,19.8,12.1,7.7,18.87,340.0,0.07,0.11,0.99,1e-05,-0.19,0.22,-0.93,2.7,-130.0,120.0,True
GW191215_223052-v1,GW191215_223052,GWTC-3-confident,1260484270.3,O3b,BBH,18.4,43.3,24.9,18.1,41.4,1930.0,0.35,-0.04,0.99,1e-05,-1.7,2.2,-4.3,5.3,-860.0,890.0,True
GW191204_171526-v1,GW191204_171526,GWTC-3-confident,1259514944.0,O3b,BBH,8.56,20.19,11.7,8.4,19.18,640.0,0.13,0.16,0.99,1e-05,-0.28,0.41,-0.95,1.64,-260.0,200.0,True
GW191204_110529-v1,GW191204_110529,GWTC-3-confident,1259492747.5,O3b,BBH,19.8,47.1,27.3,19.2,45.0,1900.0,0.34,0.05,0.74239,3.3,-3.2,3.6,-7.8,9.1,-1100.0,1700.0,True
GW191129_134029-v1,GW191129_134029,GWTC-3-confident,1259070047.1,O3b,BBH,7.31,17.5,10.7,6.7,16.8,790.0,0.16,0.06,0.99,1e-05,-0.28,0.43,-1.2,2.4,-330.0,260.0,True
GW191127_050227-v1,GW191127_050227,GWTC-3-confident,1258866165.5,O3b,BBH,29.9,80.0,53.0,24.0,76.0,3400.0,0.57,0.18,0.73996,0.25,-9.1,11.7,-22.0,39.0,-1900.0,3100.0,True
GW191126_115259-v1,GW191126_115259,GWTC-3-confident,1258804397.6,O3b,BBH,8.65,20.7,12.1,8.3,19.6,1620.0,0.3,0.21,0.70041,3.2,-0.71,0.95,-2.0,3.4,-740.0,740.0,True
191118_212859-v1,GW191118_212859,GWTC-3-marginal,1258147757.4,O3b,unknown,,,,,,,,,0.0452,1.3,,,,,,,True
GW191113_071753-v1,GW191113_071753,GWTC-3-confident,1257664691.8,O3b,BBH,10.7,34.5,29.0,5.9,34.0,1370.0,0.26,0.0,0.68339,26.0,-1.0,1.1,-9.8,10.5,-620.0,1150.0,True
GW191109_010717-v1,GW191109_010717,GWTC-3-confident,1257296855.2,O3b,BBH,47.5,112.0,65.0,47.0,107.0,1290.0,0.25,-0.29,0.99,0.00018,-7.5,9.6,-16.0,20.0,-650.0,1130.0,True
GW191105_143521-v1,GW191105_143521,GWTC-3-confident,1256999739.9,O3b,BBH,7.82,18.5,10.7,7.7,17.6,1150.0,0.23,-0.02,0.99,0.012,-0.45,0.61,-1.3,2.1,-480.0,430.0,True
GW191103_012549-v1,GW191103_012549,GWTC-3-confident,1256779567.5,O3b,BBH,8.34,20.0,11.8,7.9,19.0,990.0,0.2,0.21,0.94318,0.46,-0.57,0.66,-1.8,3.7,-470.0,500.0,True
GW190930_133541-v1,GW190930_133541,GWTC-2,1253885759.2,O3a,BBH,8.5,20.3,12.3,7.8,19.4,760.0,0.15,0.14,0.997,0.03309219802659227,-0.5,0.5,-1.5,8.9,-320.0,360.0,False
GW190930_133541-v2,GW190930_133541,GWTC-2.1-confident,1253885759.2,O3a,BBH,8.5,21.2,14.2,6.9,20.2,770.0,0.16,0.19,0.99785,0.012,-0.4,0.5,-2.0,5.9,-320.0,320.0,True
GW190930_133541-v3,GW190930_133541,IAS-O3a,1253885759.2,O3a,BBH,8.5,24.0,18.0,5.0,,800.0,0.17,0.4,1.0,0.001,-1.4,0.6,-5.0,14.0,-300.0,1600.0,False
GW190929_012149-v1,GW190929_012149,GWTC-2,1253755327.5,O3a,BBH,35.8,104.3,80.8,24.1,101.5,2130.0,0.38,0.01,0.995693,0.020161443585491597,-8.2,14.9,-25.2,34.9,-1050.0,3650.0,False
GW190929_012149-v2,GW190929_012149,GWTC-2.1-confident,1253755327.4,O3a,BBH,35.6,93.3,66.3,26.8,90.3,3130.0,0.53,-0.03,0.87042,0.16,-7.4,10.2,-15.0,23.3,-1370.0,2510.0,True
GW190929_012149-v3,GW190929_012149,IAS-O3a,1253755327.5,O3a,BBH,36.0,100.0,70.0,25.0,,3200.0,0.5,0.0,1.0,0.001,-10.0,14.0,-30.0,70.0,-1500.0,3000.0,False
GW190926_050336-v1,GW190926_050336,GWTC-2.1-confident,1253509434.0,O3a,BBH,24.4,61.9,41.1,20.4,59.6,3280.0,0.55,-0.02,0.54334,1.1,-4.9,9.0,-12.0,22.7,-1730.0,3400.0,True
GW190926_050336-v2,GW190926_050336,IAS-O3a,1253509434.1,O3a,BBH,25.0,61.0,37.0,25.0,,4000.0,0.7,-0.3,0.96,0.04,-5.0,21.0,-11.0,77.0,-2000.0,4000.0,False
GW190925_232845-v1,GW190925_232845,GWTC-2.1-confident,1253489343.1,O3a,BBH,15.6,36.7,20.8,15.5,34.9,930.0,0.19,0.09,0.98849,0.0072,-1.1,1.1,-2.8,3.6,-350.0,460.0,True
190924_232654-v1,190924_232654,O3_IMBH_marginal,1253402833.0,O3a,unknown,,,,,,,,,,0.4,,,,,,,True
GW190924_021846-v1,GW190924_021846,GWTC-2,1253326744.8,O3a,BBH,5.8,13.9,8.9,5.0,13.3,570.0,0.12,0.03,1.0,1e-05,-0.2,0.2,-1.0,5.1,-220.0,220.0,False
GW190924_021846-v2,GW190924_021846,GWTC-2.1-confident,1253326744.8,O3a,BBH,5.8,13.9,8.8,5.1,13.3,550.0,0.11,0.03,1.0,1e-05,-0.2,0.2,-0.9,2.8,-220.0,220.0,True
GW190920_113516-v1,GW190920_113516,IAS-O3a,1253014534.7,O3a,NSBH,3.7,9.0,7.0,2.8,,700.0,0.14,0.6,0.57,1.7999999999999998,-2.1,0.2,-2.0,7.0,-400.0,12100.0,True
GW190917_114630-v1,GW190917_114630,GWTC-2.1-confident,1252756008.0,O3a,NSBH,3.7,11.8,9.7,2.1,11.6,720.0,0.15,-0.08,0.76643,0.66,-0.2,0.2,-2.8,3.0,-310.0,300.0,True
GW190916_200658-v1,GW190916_200658,GWTC-2.1-confident,1252699636.9,O3a,BBH,26.9,68.0,43.8,23.3,65.0,4940.0,0.77,0.2,0.65727,4.7,-5.4,8.2,-13.1,18.3,-2380.0,3710.0,True
GW190916_200658-v2,GW190916_200658,IAS-O3a,1252699636.9,O3a,BBH,30.0,73.0,46.0,27.0,,7000.0,1.1,0.4,0.93,0.048,-8.0,24.0,-17.0,90.0,-4000.0,7000.0,False
GW190915_235702-v1,GW190915_235702,GWTC-2,1252627040.7,O3a,BBH,25.3,59.9,35.3,24.4,57.2,1620.0,0.3,0.02,1.0,1e-05,-2.7,3.2,-6.4,7.5,-610.0,710.0,False
GW190915_235702-v2,GW190915_235702,GWTC-2.1-confident,1252627040.6,O3a,BBH,24.4,57.2,32.6,24.5,54.7,1750.0,0.32,-0.03,1.0,1e-05,-2.3,3.0,-5.3,7.1,-650.0,710.0,True
GW190915_235702-v3,GW190915_235702,IAS-O3a,1252627040.7,O3a,BBH,24.0,57.0,33.0,24.0,,1800.0,0.33,-0.1,1.0,0.001,-4.0,19.0,-7.0,70.0,-900.0,1800.0,False
GW190910_112807-v1,GW190910_112807,GWTC-2,1252150105.3,O3a,BBH,34.3,79.6,43.9,35.6,75.8,1460.0,0.28,0.02,0.999988,1.8852694587530696e-05,-4.1,4.1,-9.1,9.3,-580.0,1030.0,False
GW190910_112807-v2,GW190910_112807,GWTC-2.1-confident,1252150105.3,O3a,BBH,33.5,78.0,43.8,34.2,74.4,1520.0,0.29,0.0,0.99669,0.0029,-4.1,4.2,-9.1,9.3,-630.0,1090.0,True
GW190910_012619-v1,GW190910_012619,IAS-O3a,1252113997.2,O3a,BBH,8.1,37.0,34.0,3.2,,1000.0,0.19,-0.6,0.58,1.5,-0.8,5.9,-7.0,19.0,-400.0,1700.0,True
GW190909_114149-v1,GW190909_114149,GWTC-2,1252064527.7,O3a,BBH,30.9,75.0,45.8,28.3,72.0,3770.0,0.62,-0.06,0.886704,1.1112276612026477,-7.5,17.2,-17.6,55.9,-2220.0,3270.0,False
GW190909_114149-v2,GW190909_114149,GWTC-2.1-auxiliary,1252064527.7,O3a,unknown,,,,,,,,,0.1525430959725358,26.1830194416,,,,,,,True
GW190909_114149-v3,GW190909_114149,IAS-O3a,1252064527.7,O3a,BBH,45.0,140.0,110.0,28.0,,5000.0,0.8,0.6,0.52,2.2,-19.0,23.0,-70.0,60.0,-3000.0,6000.0,False
GW190906_054335-v1,GW190906_054335,IAS-O3a,1251783833.5,O3a,BBH,26.0,63.0,39.0,24.0,,6000.0,0.9,0.1,0.61,1.4,-7.0,25.0,-14.0,100.0,-3000.0,7000.0,True
GW190828_065509-v1,GW190828_065509,GWTC-2,1251010527.9,O3a,BBH,13.3,34.4,24.1,10.2,33.1,1600.0,0.3,0.08,1.0,1e-05,-1.0,1.2,-4.4,5.4,-600.0,620.0,False
GW190828_065509-v2,GW190828_065509,GWTC-2.1-confident,1251010527.8,O3a,BBH,13.4,34.3,23.7,10.4,33.0,1540.0,0.29,0.05,0.99998,3.5e-05,-1.0,1.4,-4.3,5.2,-650.0,690.0,True
GW190828_065509-v3,GW190828_065509,IAS-O3a,1251010527.8,O3a,BBH,13.4,35.0,24.0,10.0,,1500.0,0.29,0.0,1.0,0.001,-1.6,2.0,-6.0,19.0,-600.0,1400.0,False
GW190828_063405-v1,GW190828_063405,GWTC-2,1251009263.8,O3a,BBH,25.0,58.0,32.1,26.2,54.9,2130.0,0.38,0.19,1.0,1e-05,-2.1,3.4,-4.8,7.7,-930.0,660.0,False
GW190828_063405-v2,GW190828_063405,GWTC-2.1-confident,1251009263.7,O3a,BBH,24.6,57.2,31.9,25.8,54.3,2070.0,0.38,0.15,1.0,1e-05,-2.0,3.6,-4.3,7.9,-920.0,650.0,True
GW190828_063405-v3,GW190828_063405,IAS-O3a,1251009263.7,O3a,BBH,25.0,58.0,33.0,26.0,,2300.0,0.41,0.2,1.0,0.001,-3.0,19.0,-5.0,68.0,-1200.0,1700.0,False
GW190821_124821-v1,GW190821_124821,IAS-O3a,1250426919.9,O3a,BBH,4.8,11.9,8.0,3.9,,800.0,0.17,-0.4,0.6,1.4,-2.0,0.3,-1.8,7.1,-400.0,5800.0,True
GW190818_232544-v1,GW190818_232544,IAS-O3a,1250205962.3,O3a,BBH,41.0,110.0,70.0,34.0,,6000.0,0.9,0.7,0.81,0.29,-13.0,15.0,-30.0,40.0,-3000.0,7000.0,True
GW190814-v1,GW190814,O3_Discovery_Papers,1249852257.0,O3a,NSBH,6.09,25.8,23.2,2.59,,241.0,0.053,-0.002,,,-0.06,0.06,-0.9,1.0,-45.0,41.0,True
GW190814-v2,GW190814,GWTC-2,1249852257.0,O3a,NSBH,6.09,25.8,23.2,2.59,25.6,240.0,0.05,0.0,1.0,1e-05,-0.06,0.06,-0.9,1.0,-50.0,40.0,False
GW190814_211039-v3,GW190814,GWTC-2.1-confident,1249852257.0,O3a,NSBH,6.11,25.9,23.3,2.6,25.7,230.0,0.05,0.0,1.0,1e-05,-0.05,0.06,-1.3,1.3,-50.0,40.0,False
GW190814_192009-v1,GW190814_192009,IAS-O3a,1249845627.6,O3a,BBH,51.0,130.0,80.0,50.0,,9000.0,1.2,0.5,0.64,1.5,-19.0,29.0,-40.0,110.0,-6000.0,7000.0,True
GW190805_211137-v1,GW190805_211137,GWTC-2.1-confident,1249074715.3,O3a,BBH,31.9,76.7,46.2,30.6,72.4,6130.0,0.92,0.37,0.95372,0.63,-6.3,8.8,-13.8,19.5,-3080.0,3720.0,True
GW190805_211137-v2,GW190805_211137,IAS-O3a,1249074715.3,O3a,BBH,32.0,78.0,45.0,32.0,,7000.0,1.0,0.6,0.81,0.3,-9.0,18.0,-17.0,75.0,-4000.0,6000.0,False
GW190803_022701-v1,GW190803_022701,GWTC-2,1248834439.9,O3a,BBH,27.3,64.5,37.3,27.3,61.7,3270.0,0.55,-0.03,0.99411,0.026934317250435554,-4.1,5.7,-9.0,12.6,-1580.0,1950.0,False
GW190803_022701-v2,GW190803_022701,GWTC-2.1-confident,1248834439.8,O3a,BBH,27.6,65.0,37.7,27.6,62.1,3190.0,0.54,-0.01,0.97383,0.073,-3.8,5.4,-8.1,12.0,-1470.0,1630.0,True
GW190803_022701-v3,GW190803_022701,IAS-O3a,1248834439.9,O3a,BBH,28.0,66.0,38.0,27.0,,4000.0,0.6,0.0,0.94,0.064,-6.0,18.0,-11.0,72.0,-2000.0,5000.0,False
GW190731_140936-v1,GW190731_140936,GWTC-2,1248617394.6,O3a,BBH,29.5,70.1,41.5,28.8,67.0,3300.0,0.55,0.06,0.966501,0.20584212311867794,-5.2,7.1,-11.3,15.8,-1720.0,2390.0,False
GW190731_140936-v2,GW190731_140936,GWTC-2.1-confident,1248617394.6,O3a,BBH,29.7,70.7,41.8,29.0,67.4,3330.0,0.56,0.07,0.83427,0.33,-5.3,7.4,-11.4,16.3,-1770.0,2350.0,True
GW190731_140936-v3,GW190731_140936,IAS-O3a,1248617394.6,O3a,BBH,29.0,70.0,41.0,29.0,,4000.0,0.7,0.1,0.76,0.49,-7.0,22.0,-14.0,83.0,-2000.0,6000.0,False
GW190728_064510-v1,GW190728_064510,GWTC-2,1248331528.5,O3a,BBH,8.6,20.6,12.3,8.1,19.6,870.0,0.18,0.12,1.0,1e-05,-0.3,0.5,-1.3,4.5,-370.0,260.0,False
GW190728_064510-v2,GW190728_064510,GWTC-2.1-confident,1248331528.5,O3a,BBH,8.6,20.7,12.5,8.0,19.7,880.0,0.18,0.13,1.0,1e-05,-0.3,0.6,-1.4,4.2,-380.0,260.0,True
GW190728_064510-v3,GW190728_064510,IAS-O3a,1248331528.5,O3a,BBH,8.7,23.0,16.0,7.0,,900.0,0.17,0.2,1.0,0.001,-0.6,0.7,-4.0,11.0,-400.0,500.0,False
GW190727_060333-v1,GW190727_060333,GWTC-2,1248242632.0,O3a,BBH,28.6,67.1,38.0,29.4,63.8,3300.0,0.55,0.11,1.0,1e-05,-3.7,5.3,-8.0,11.7,-1500.0,1540.0,False
GW190727_060333-v2,GW190727_060333,GWTC-2.1-confident,1248242631.9,O3a,BBH,29.4,68.8,38.9,30.2,65.4,3070.0,0.52,0.09,1.0,1e-05,-3.7,4.6,-7.8,10.2,-1230.0,1300.0,True
GW190727_060333-v3,GW190727_060333,IAS-O3a,1248242632.0,O3a,BBH,28.0,67.0,38.0,29.0,,3300.0,0.6,0.1,1.0,0.001,-5.0,21.0,-9.0,83.0,-1900.0,2400.0,False
GW190725_174728-v1,GW190725_174728,GWTC-2.1-confident,1248112066.4,O3a,BBH,7.4,18.3,11.8,6.3,17.6,1030.0,0.2,-0.04,0.96021,0.46,-0.5,0.5,-1.9,7.4,-430.0,520.0,True
GW190725_174728-v2,GW190725_174728,IAS-O3a,1248112066.4,O3a,BBH,7.5,19.0,13.0,5.0,,1100.0,0.21,0.1,0.96,0.029000000000000005,-1.0,0.6,-3.0,27.0,-500.0,1100.0,False
GW190720_000836-v1,GW190720_000836,GWTC-2,1247616534.7,O3a,BBH,8.9,21.5,13.4,7.8,20.4,790.0,0.16,0.18,1.0,1e-05,-0.8,0.5,-2.3,4.3,-320.0,690.0,False
GW190720_000836-v2,GW190720_000836,GWTC-2.1-confident,1247616534.7,O3a,BBH,9.0,21.8,14.2,7.5,20.8,770.0,0.16,0.19,1.0,1e-05,-0.8,0.4,-2.0,3.8,-260.0,650.0,True
GW190720_000836-v3,GW190720_000836,IAS-O3a,1247616534.6,O3a,BBH,8.6,23.0,17.0,6.0,,1100.0,0.21,0.3,1.0,0.001,-1.7,0.7,-5.0,11.0,-500.0,2000.0,False
GW190719_215514-v1,GW190719_215514,GWTC-2,1247608532.9,O3a,BBH,23.5,57.8,36.5,20.8,54.9,3940.0,0.64,0.32,0.81555,1.559222128828275,-4.0,6.5,-10.7,18.3,-2000.0,2590.0,False
GW190719_215514-v2,GW190719_215514,GWTC-2.1-confident,1247608532.9,O3a,BBH,22.8,57.2,36.6,19.9,54.5,3730.0,0.61,0.25,0.91976,0.63,-4.3,8.3,-11.6,38.4,-2070.0,3120.0,True
GW190719_215514-v3,GW190719_215514,IAS-O3a,1247608532.9,O3a,BBH,31.0,90.0,60.0,25.0,,6000.0,0.9,0.6,0.9,0.12,-11.0,21.0,-40.0,50.0,-4000.0,9000.0,False
GW190718_160159-v1,GW190718_160159,IAS-O3a,1247500937.3,O3a,BBH,7.1,17.0,11.0,6.3,,1500.0,0.28,0.7,0.53,2.1,-3.1,0.7,-3.0,11.0,-700.0,7900.0,True
GW190711_030756-v1,GW190711_030756,IAS-O3a,1246849694.6,O3a,BBH,33.0,120.0,90.0,20.0,,2500.0,0.4,0.3,0.93,0.09,-8.0,28.0,-50.0,50.0,-1300.0,4300.0,True
GW190708_232457-v1,GW190708_232457,GWTC-2,1246663515.4,O3a,BBH,13.2,30.9,17.6,13.2,29.5,880.0,0.18,0.02,0.999988,2.8252506364808675e-05,-0.6,0.9,-1.8,2.5,-390.0,330.0,False
GW190708_232457-v2,GW190708_232457,GWTC-2.1-confident,1246663515.3,O3a,BBH,13.1,31.4,19.8,11.6,30.1,930.0,0.19,0.05,0.99965,0.00031,-0.6,0.9,-2.2,2.8,-390.0,310.0,True
GW190707_093326-v1,GW190707_093326,GWTC-2,1246527224.2,O3a,BBH,8.5,20.1,11.6,8.4,19.2,770.0,0.16,-0.05,1.0,1e-05,-0.5,0.6,-1.3,1.9,-370.0,380.0,False
GW190707_093326-v2,GW190707_093326,GWTC-2.1-confident,1246527224.1,O3a,BBH,8.4,20.1,12.1,7.9,19.2,850.0,0.17,-0.04,1.0,1e-05,-0.4,0.6,-1.2,1.7,-400.0,340.0,True
GW190707_093326-v3,GW190707_093326,IAS-O3a,1246527224.1,O3a,BBH,8.5,20.0,11.5,8.3,,800.0,0.17,-0.08,1.0,0.001,-0.7,0.6,-1.4,11.8,-300.0,600.0,False
GW190707_083226-v1,GW190707_083226,IAS-O3a,1246523564.9,O3a,BBH,35.0,85.0,52.0,32.0,,4000.0,0.6,-0.2,0.94,0.043,-10.0,16.0,-18.0,73.0,-2000.0,5000.0,True
GW190706_222641-v1,GW190706_222641,GWTC-2,1246487219.3,O3a,BBH,42.7,104.1,67.0,38.2,99.0,4420.0,0.71,0.28,1.0,1e-05,-7.0,10.0,-13.9,20.2,-1930.0,2590.0,False
GW190706_222641-v2,GW190706_222641,GWTC-2.1-confident,1246487219.3,O3a,BBH,45.6,112.6,74.0,39.4,107.3,3630.0,0.6,0.28,1.0,5e-05,-9.1,13.0,-16.8,27.4,-2000.0,2600.0,True
GW190706_222641-v3,GW190706_222641,IAS-O3a,1246487219.3,O3a,BBH,42.0,104.0,67.0,38.0,,5000.0,0.8,0.4,1.0,0.001,-10.0,25.0,-15.0,107.0,-3000.0,3000.0,False
GW190704_104834-v1,GW190704_104834,IAS-O3a,1246272532.7,O3a,BBH,4.13,10.0,7.0,3.1,,500.0,0.1,0.2,0.81,0.35,-2.29,0.16,-2.0,8.0,-190.0,10520.0,True
GW190701_203306-v1,GW190701_203306,GWTC-2,1246048404.6,O3a,BBH,40.3,94.3,53.9,40.8,90.2,2060.0,0.37,-0.07,0.997879,0.010861368605368522,-4.9,5.4,-9.5,12.1,-730.0,760.0,False
GW190701_203306-v2,GW190701_203306,GWTC-2.1-confident,1246048404.5,O3a,BBH,40.2,94.3,54.1,40.5,90.2,2090.0,0.38,-0.08,0.99986,0.0057,-5.0,5.4,-9.5,12.0,-740.0,770.0,True
GW190630_185205-v1,GW190630_185205,GWTC-2,1245955943.2,O3a,BBH,24.9,59.1,35.1,23.7,56.4,890.0,0.18,0.1,1.0,1e-05,-2.1,2.1,-4.8,4.6,-370.0,560.0,False
GW190630_185205-v2,GW190630_185205,GWTC-2.1-confident,1245955943.1,O3a,BBH,25.1,59.4,35.1,24.0,56.6,870.0,0.18,0.1,1.0,1e-05,-2.1,2.2,-4.8,4.7,-360.0,530.0,True
GW190620_030421-v1,GW190620_030421,GWTC-2,1245035079.3,O3a,BBH,38.3,92.1,57.1,35.5,87.2,2810.0,0.49,0.33,0.999133,0.0029209383726319974,-6.5,8.3,-13.1,18.5,-1310.0,1680.0,False
GW190620_030421-v2,GW190620_030421,GWTC-2.1-confident,1245035079.3,O3a,BBH,38.1,92.7,58.0,35.0,88.0,2910.0,0.5,0.34,0.98748,0.011,-7.2,8.5,-13.2,18.5,-1320.0,1710.0,True
GW190602_175927-v1,GW190602_175927,GWTC-2,1243533585.1,O3a,BBH,49.1,116.3,69.1,47.8,110.9,2690.0,0.47,0.07,0.999994,1.1478437256536947e-05,-8.5,9.1,-15.6,19.0,-1120.0,1790.0,False
GW190602_175927-v2,GW190602_175927,GWTC-2.1-confident,1243533585.0,O3a,BBH,48.0,115.6,71.8,44.8,110.5,2840.0,0.49,0.12,1.0,1e-05,-9.7,9.5,-14.8,19.2,-1280.0,1930.0,True
